,actively_hiring,Type_of_job,company_name,location,salary,experience
269,,Digital Marketing Executive,Mobavenue Media Private Limited,Mumbai,₹  2.5 - 3 LPA,0-2 years
270,,Business Development Associate,BYJU's,Bangalore,₹  8 LPA,0-5 years
271,,Junior Graphic Designer,ITV Network Private Limited,Delhi,₹  3.4 - 3.6 LPA,0-2 years
272,,Telecaller,Sevarth Mission Foundation,Noida,₹  2 - 2.2 LPA,0-2 years
273,1.0,Finance Executive,SharePal,Bangalore,₹  3 - 4 LPA,0-2 years
274,1.0,Client Relationship Executive,Stirring Minds,Delhi,₹  2 - 2.2 LPA,0-2 years
275,1.0,Real Estate Pre-Sales (Telecalling & Outbound Meetings),Reflex Realty LLP,Mumbai,₹  2 - 2.2 LPA,0-2 years
276,1.0,Junior Graphic Designer,Blue Rose Publishers,Noida,₹  2.6 - 3.6 LPA,0-2 years
277,1.0,Business Analyst,Future Skills,Hyderabad,₹  3 - 5 LPA,0-5 years
278,1.0,Field Sales Associate,Zylu Business Solutions Private Limited,Bangalore,₹  3.6 LPA,0-2 years
279,1.0,Associate Video Editor,Stirring Minds,Delhi,₹  2 - 2.5 LPA,0-2 years
280,1.0,Audit Associate,DonePull,Gurgaon,₹  2 - 3 LPA,0-2 years
281,1.0,Finance Executive,Espangle,Work from home,₹  2.4 - 4 LPA,0-2 years
282,1.0,Lead Generation Executive,Espangle,Gurgaon,₹  2.4 - 4 LPA,0-2 years
283,1.0,Human Resources (HR) Executive,WYscale De-Fi Credit Cooperative Society Limited,Mumbai,₹  2 - 3 LPA,0-2 years
284,1.0,Speech & Drama Teacher,Helen O'Grady International,Mumbai,₹  2 - 3 LPA,0-2 years
285,1.0,Instrumentation and Control Engineer,Metastable Materials Private Limited,Bangalore,₹  4 - 6 LPA,0-5 years
286,1.0,Business Development Consultant,Stirring Minds,Delhi,₹  2.1 LPA,0-2 years
287,1.0,Financial Officer,WeMakeScholars,Ahmedabad,₹  3 - 3.7 LPA,0-2 years
288,1.0,Fresher Full Stack Developer,Busibud,Bangalore,₹  3 - 4 LPA,0-2 years
289,1.0,Animator,The Dreamer Designs,Work from home,₹  2 - 2.25 LPA,0-2 years
290,1.0,Business Development Executive,Blue Rose Publishers,Delhi,₹  3 - 3.2 LPA,0-2 years
291,1.0,Corporate Sales Executive,Blue Rose Publishers,Kolkata,₹  3 - 4 LPA,0-2 years
292,1.0,Social Media Manager,Oragraphy,Vadodra,₹  2 - 3 LPA,0-2 years
293,1.0,Data Entry Executive,Busibud,Bangalore,₹  2.4 - 3 LPA,0-2 years
294,1.0,Software Engineering Educator,Future Skills,Hyderabad,₹  2 - 3.5 LPA,0-2 years
295,1.0,Customer Engagement Specialist,Stirring Minds,Delhi,₹  2 LPA,0-2 years
296,1.0,Business Development Executive (Inside Sales),Valued Epistemics Private Limited,Work from home,₹  7 LPA,0-5 years
297,,Digital Marketing Analyst,Catalysts.Team,Bangalore,₹  2.5 - 3 LPA,0-2 years
298,1.0,Business Development Associate,BYJU'S The Learning App,Rewari,₹  4 - 5 LPA,0-5 years
299,1.0,Machine Learning Instructor,Future Skills,Hyderabad,₹  2.5 - 3.5 LPA,0-2 years
300,1.0,Operating Systems Preceptor,Future Skills,Hyderabad,₹  2 - 3.5 LPA,0-2 years
301,1.0,Trainee - Customer Success Tech Specialist,Mobileware Technologies Private Limited,Mumbai,₹  3 - 3.5 LPA,0-2 years
302,1.0,Computer Networks Teacher,Future Skills,Hyderabad,₹  2 - 3.5 LPA,0-2 years
303,1.0,Junior Talent Acquisition Specialist,WeMakeScholars,Delhi,₹  3.02 - 3.14 LPA,0-2 years
304,1.0,Data Science Instructor,Future Skills,Hyderabad,₹  2 - 3.5 LPA,0-2 years
305,1.0,Sales Officer,WeMakeScholars,Secunderabad,₹  3 - 3.7 LPA,0-2 years
306,1.0,Business Development Executive,Zigsaw Consultancy,Mumbai,₹  3 LPA,0-2 years
307,1.0,Pre-Sales Executive (Interior Design),Material Depot,Bangalore,₹  4 - 6 LPA,0-5 years
308,,Revenue Management Executive,AmberStudent,Pune,₹  3.5 - 5 LPA,0-5 years
309,,Videographer,Happy Kidz,Vasai,₹  2.1 - 2.88 LPA,0-2 years
310,,Real Estate Sales Executive,Property Discuss,Pune,₹  3.6 - 4.8 LPA,0-2 years
311,1.0,Trainee Business Process Transformation Engineer,Mobileware Technologies Private Limited,Mumbai,₹  3 - 3.5 LPA,0-2 years
312,,Sales Specialist,Cameraji,Bangalore,₹  2 - 4 LPA,0-2 years
313,,Data Entry Executive,Kaushal Gram Rural Services Private Limited,Jaipur,₹  2 - 2.5 LPA,0-2 years
314,,Career Counselor,Confluence Educational Services Private Limited,Hyderabad,₹  2 - 3 LPA,0-2 years
315,,Business Development Executive,Dinesh Singh,Lucknow,₹  2 - 5 LPA,0-5 years
316,,MIS Executive (Billing),Eastern Logica Infoway Limited,Delhi,₹  2 - 4 LPA,0-2 years
317,1.0,Business Development Associate,BYJU'S The Learning App,Panipat,₹  4 - 5 LPA,0-5 years
318,,Junior Recruitment Executive,Selections HR Services,Thane,₹  2 - 4.5 LPA,0-2 years
319,,Financial Services Sales Manager,AMS Marketing Solution Private Limited,Gurgaon,₹  3 - 6 LPA,0-5 years
320,,Math Teacher (JEE),Vijaya Classes,Pimpri-Chinchwad,₹  4 LPA,0-2 years
321,,Floor Manager,MC Leading Edge Private Limited,Delhi,₹  8 - 8.5 LPA,0-5 years
322,,Corporate Sales Associate,Kavaniya Edutech LLP,Work from home,₹  2 - 2.5 LPA,0-2 years
323,,Business Development Executive,Virtucon Consultancy Private Limited,Pune,₹  2 - 3 LPA,0-2 years
324,,Client Success Account Executive,GO MO DBS,Pune,₹  4 - 4.5 LPA,0-2 years
325,,HR Executive,ShoppRe,Bangalore,₹  2 - 2.16 LPA,0-2 years
326,,Store Officer,Meyer Organics Private Limited,Mumbai,₹  2 - 2.5 LPA,0-2 years
327,,Junior Product Marketing Associate,Taxpert Professionals Private Limited,Mumbai,₹  2 - 2.5 LPA,0-2 years
328,,Investment Analyst,Sujay Finserv Consultants Private Limited,Nashik,₹  2 LPA,0-2 years
329,,Inside Sales Associate,Wizklub,Hyderabad,₹  4 - 6 LPA,0-5 years
330,,Junior Graphic Designer & Animator,Isha Merchant,Work from home,₹  2 LPA,0-2 years
331,,Medical Representative (Field Medical Sales),Vkare Bio Sciences Private Limited,Amritsar,₹  2.4 - 3.6 LPA,0-2 years
332,,Customer Service Specialist,MBD Group,Delhi,₹  2 - 3 LPA,0-2 years
333,,Business Development Manager,MyGate,Mumbai,₹  2 LPA,0-2 years
334,,Telesales Associate,Career Crafter,Gurgaon,₹  4 - 4.5 LPA,0-2 years
335,,Associate - Business Development,Echosense Technologies Private Limited,Gurgaon,₹  6 - 8 LPA,0-5 years
336,,Executive - Customer Relations,Sahajanand Laser Technology Limited,Gandhinagar,₹  3.6 - 4 LPA,0-2 years
337,,Senior WordPress Developer,Digiquack Technologies,Mohali,₹  2.6 LPA,0-2 years
338,,Field Sales Executive,Soumyya Resins Private Limited,Ahmedabad,₹  2 - 3.5 LPA,0-2 years
339,,Junior Frontend SDE,FactWise Tech,Thane,₹  4.5 - 6.5 LPA,0-5 years
340,,Design Engineer,Vidya Placement Service,Kanpur,₹  2 - 3 LPA,0-2 years
341,,Assistant Manager - Pre-Sales & Operations,EmpFly Services,Gurgaon,₹  2 - 2.5 LPA,0-2 years
342,,Business Associate,Nupay By Entellus Business Solutions Private Limited,Gurgaon,₹  3 - 3.6 LPA,0-2 years
343,,Sales Executive,Beep Innovations Private Limited,Bangalore,₹  2 - 3.2 LPA,0-2 years
344,,Product Manager,Twango,Delhi,₹  3 - 4 LPA,0-2 years
345,,Trainee - Talent Acquisition,Spinny Valuedrive Technologies Private Limited,Gurgaon,₹  3 - 4 LPA,0-2 years
346,,Accountant,R R Agrawal And Co,Mumbai,₹  2 LPA,0-2 years
347,,Graduate Engineer Trainee (GET),Cable Vision Systems Private Limited,Ahmedabad,₹  2 LPA,0-2 years
348,,Associate Brand Manager,Hello December,Navi Mumbai,₹  2 - 2.2 LPA,0-2 years
349,,Junior Talent Acquisition Executive,Sutra Services Private Limited,Mumbai,₹  2 - 2.5 LPA,0-2 years
350,,Digital Marketing Executive,Keiretsu,Ludhiana,₹  2 - 2.5 LPA,0-2 years
351,,Field Sales Executive,Incra Soft Private Limited,Hyderabad,₹  2.4 - 3 LPA,0-2 years
352,,Telecaller,Terse Job,Work from home,₹  2.4 - 6 LPA,0-5 years
353,,Junior Search Engine Optimization (SEO) Associate,Amplework Software Private Limited,Jaipur,₹  2 LPA,0-2 years
354,,Business Development Executive,StoryMirror Infotech Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
355,,Front Desk Receptionist,Smartnet Software Private Limited,Pune,₹  2 - 3 LPA,0-2 years
356,,Client Relationship Manager,SkyHigh Visas,Delhi,₹  2 - 2.5 LPA,0-2 years
357,,Waiter,Absolute Barbecue Private Limited,Work from home,₹  2 - 2.5 LPA,0-2 years
358,,Junior Motion Graphics Associate,Sky&Co Media,Indore,₹  2 LPA,0-2 years
359,,Digital Marketing Executive,Matrix Solution,Gurgaon,₹  2.16 - 2.64 LPA,0-2 years
360,,Junior Social Media Marketing Executive,Web Glaze Services,Delhi,₹  2 - 2.2 LPA,0-2 years
361,1.0,Civil Structural Engineer,SALUJA CAD CONSULTANCY,Allahabad,₹  4 - 7.2 LPA,0-5 years
362,1.0,MIS Executive,Saregama India Limited,Mumbai,₹  2 - 2.4 LPA,0-2 years
363,1.0,Content Creator,Solvaphile,Work from home,₹  2 - 6 LPA,0-5 years
364,1.0,Junior Video Developer,Avanzar Health,Work from home,₹  2 - 3 LPA,0-2 years
365,1.0,iOS App Developer,Infoware,Work from home,₹  4.5 - 5 LPA,0-5 years
366,1.0,Business Growth Associate,Mobileware Technologies Private Limited,Mumbai,₹  3 - 3.5 LPA,0-2 years
367,1.0,Business Process Analyst,Mobileware Technologies Private Limited,Mumbai,₹  3 - 3.5 LPA,0-2 years
368,1.0,Junior Operations Executive,YourDOST Health Solutions,Bangalore,₹  2.5 - 3 LPA,0-2 years
369,1.0,Lifestyle Accessory Designer (Jewelry Designer),Everstylish Lifestyle Private Limited,Gurgaon,₹  2.4 - 3 LPA,0-2 years
370,1.0,Training & Development Associate,Traya Health,Mumbai,₹  2 - 3 LPA,0-2 years
371,1.0,Business Development Executive,TheCoinRepublic,Bhopal,₹  2 - 3 LPA,0-2 years
372,1.0,Stock Researcher,TheCoinRepublic,Bhopal,₹  2 - 4 LPA,0-2 years
373,1.0,Technical Writer,TheCoinRepublic,Indore,₹  2 - 4 LPA,0-2 years
374,1.0,Stock Market Trader,TheCoinRepublic,Indore,₹  2 - 5 LPA,0-5 years
375,1.0,Research Analyst,TheCoinRepublic,Bhopal,₹  2 - 4 LPA,0-2 years
376,1.0,Equity Analyst,TheCoinRepublic,Bhopal,₹  2 - 5 LPA,0-5 years
377,1.0,Market Trader,TheCoinRepublic,Bhopal,₹  2 - 4 LPA,0-2 years
378,1.0,Market Analyst,TheCoinRepublic,Indore,₹  2 - 5 LPA,0-5 years
379,1.0,Junior Copywriter,Walk Experiential Marketing And Management Pvt. Ltd.,Gurgaon,₹  2 - 3 LPA,0-2 years
380,1.0,Junior Architect,Reflex Realty LLP,Mumbai,₹  2 - 2.2 LPA,0-2 years
381,1.0,Client Service Executive,Walk Experiential Marketing And Management Pvt. Ltd.,Gurgaon,₹  2 LPA,0-2 years
382,,Assistant - Accounts And Operations,Healthy Minds,Gurgaon,₹  2.4 - 3 LPA,0-2 years
383,,Administration Executive,Gallant Sports & Infra Private Limited,Gurgaon,₹  2 - 3 LPA,0-2 years
384,,Digital Marketing Executive,Hubwelt Global Private Limited,Delhi,₹  10 - 15 LPA,0-5 years
385,1.0,Business Development Executive,Par Solution,Surat,₹  2 LPA,0-2 years
386,,Customer Relationship Manager,Knowledge Gate,Ghaziabad,₹  2 - 2.5 LPA,0-2 years
387,,Junior Telecaller,E Digital India,Tatanagar,₹  2 - 2.4 LPA,0-2 years
388,,Sales & Supply Exeuctive,Zerund,Guwahati,₹  2 - 2.4 LPA,0-2 years
389,1.0,Associate Content Developer (English),Traya Health,Mumbai,₹  2 - 3 LPA,0-2 years
390,1.0,Social Media Marketing Specialist,The Affordable Organic Store,Hyderabad,₹  4.5 - 6 LPA,0-5 years
391,1.0,Telecaller,KRS Educreations Private Limited,Ghaziabad,₹  2 - 2.05 LPA,0-2 years
392,1.0,Associate Course Coordinator,IIDE Education Private Limited,Delhi,₹  2.5 - 3.4 LPA,0-2 years
393,1.0,Copywriter,Watermelon Health,Mumbai,₹  4 LPA,0-2 years
394,1.0,Content Writer,The Quizopedia,Delhi,₹  2 - 2.52 LPA,0-2 years
395,1.0,Human Resource Executive,The Quizopedia,Delhi,₹  2.52 - 3.6 LPA,0-2 years
396,1.0,Admissions & Academic Operations,Hundred Learning,Coimbatore,₹  2 - 3 LPA,0-2 years
397,1.0,Computer Operator/Supervisor,DGS Translogistics India Private Limited,Bavla,₹  2 - 3 LPA,0-2 years
398,1.0,Client Success Associate,Sharedpro,Vadodara,₹  2 - 3 LPA,0-2 years
399,1.0,Design And Development Engineer,Engineering DNA,Mumbai,₹  2 - 2.4 LPA,0-2 years
400,1.0,Business Development Associate,OckyPocky,Delhi,₹  3 - 3.5 LPA,0-2 years
401,,Corporate IT Sales Executive,Baari Labs,Indore,₹  2.5 - 3 LPA,0-2 years
402,,Relationship Lead,Blox,Thane,₹  8 - 15 LPA,0-5 years
403,,Associate Telecaller,Crystal Logistics Cold Chain Limited,Mumbai,₹  2 - 4 LPA,0-2 years
404,,Junior Search Engine Optimization (SEO) Specialist,Ebslon Infotech,Delhi,₹  2 - 3 LPA,0-2 years
405,1.0,Human Resources Executive,The Quizopedia,Gaya,₹  2.52 - 3.6 LPA,0-2 years
406,,Business Development Associate,BYJU'S The Learning App,Gurgaon,₹  4 - 8 LPA,0-5 years
407,,Inside Sales Associate,Urban Company,Bangalore,₹  3 - 4.5 LPA,0-2 years
408,1.0,Assistant HR Manager,Tagglabs,Gurgaon,₹  3 - 4 LPA,0-2 years
409,1.0,Academic Counsellor,OckyPocky,Delhi,₹  3 - 3.5 LPA,0-2 years
410,1.0,Field Sales Representative,RevinTech,Chennai,₹  3 - 4 LPA,0-2 years
411,1.0,Subject Matter Expert,Solvaphile,Work from home,₹  2 - 6 LPA,0-5 years
412,1.0,Business Development Associate,Bangalore Real Estate,Bangalore,₹  3 - 7 LPA,0-5 years
413,1.0,Full Stack Development Tutor,Red & White Multimedia Education,Ahmedabad,₹  2 - 3 LPA,0-2 years
414,1.0,Education Counsellor,Global Eduversity,Delhi,₹  3.5 - 4 LPA,0-2 years
415,1.0,Business Development Executive,ClecoTech International Private Limited,Indore,₹  2 - 4 LPA,0-2 years
416,,Assistant Manager - Operations,Rise Global Consultancy,Navi Mumbai,₹  2 - 2.5 LPA,0-2 years
417,,Digital Marketing Specialist - SEO & SMO,Golden Group,Panipat,₹  2 - 2.5 LPA,0-2 years
418,,UI/UX DEVELOPER,SeedWill Consulting,Gurgaon,₹  4 - 6 LPA,0-5 years
419,,Junior Associate,Sharma Advocates Chandigarh,Chandigarh,₹  2 LPA,0-2 years
420,,General Manager,Positive Mind Care And Research Centre,Gurgaon,₹  8 - 12 LPA,0-5 years
421,,Junior Graphic Designer,Abstract Reality Studio,Delhi,₹  3.6 - 4.1 LPA,0-2 years
422,,Junior Influencer Marketing Executive,XPNSV,Gurgaon,₹  2.3 - 2.7 LPA,0-2 years
423,,Front Office Executive,SRGA & Co.,Delhi,₹  2.5 - 3 LPA,0-2 years
424,,International Voice Process Trainee,Refactor Academy Private Limited,Bangalore,₹  4.5 LPA,0-2 years
425,,Analyst - Student Service,TC Global,Mumbai,₹  2 - 4.2 LPA,0-2 years
426,,Graduate Survey Scripter,YouGov,Mumbai,₹  5 - 5.5 LPA,0-5 years
427,,Associate Software Engineer,UrbanPro,Bangalore,₹  4 LPA,0-2 years
428,1.0,Junior Interior Designer,G2Design Interior,Pune,₹  2.4 - 2.8 LPA,0-2 years
429,1.0,Corporate Sales Specialist,OckyPocky,Delhi,₹  2.4 - 3 LPA,0-2 years
430,,Business Development Executive,Academic Assist,Bangalore,₹  2 - 2.4 LPA,0-2 years
431,1.0,Admission Counsellor,Coding Ninjas,Gurgaon,₹  4 - 6 LPA,0-5 years
432,,Corporate Sales Executive,Fitnesstack India Private Limited,Delhi,₹  2 - 2.4 LPA,0-2 years
433,,Junior Social Media Marketing Specialist,Thrift Bazaar Premium Hair Solutions,Gurgaon,₹  2 - 3 LPA,0-2 years
434,,Graphic Designer,Meliorist Media Private Limited,Nagpur,₹  2 - 2.2 LPA,0-2 years
435,,Travel Sales Executive,Hari Web Infotech,Delhi,₹  2 - 3 LPA,0-2 years
436,1.0,Customer Service Executive,G&R Management Consultancy Private Limited,Ranchi,₹  2 LPA,0-2 years
437,,Azure DevOps Developer,BM Infotrade,Gurgaon,₹  9 - 10 LPA,0-5 years
438,1.0,Senior Engineer (Product Design),SALUJA CAD CONSULTANCY,Faridabad,₹  6 - 10 LPA,0-5 years
439,,Content Writer,TraviYO,Noida,₹  2 - 2.18 LPA,0-2 years
440,,Junior Software Developer,XRM Labs,Work from home,₹  2 LPA,0-2 years
441,,Legal Associate,CNS Juris,Pune,₹  3 - 4.5 LPA,0-2 years
442,,Sales Associate,Impact Guru,Delhi,₹  2 - 4 LPA,0-2 years
443,,Software Tester,Innovantes IT Solutions LLP,Chandigarh,₹  2 - 3 LPA,0-2 years
444,1.0,Junior Legal Researcher,Lloyd Harrington Australia Proprietary Limited,Work from home,₹  2 - 3 LPA,0-2 years
445,,Sales Engineer,Zenith Career Solutions,Ahmedabad,₹  2 - 2.4 LPA,0-2 years
446,,Business Development Executive,CloudVandana Solutions,Work from home,₹  2 LPA,0-2 years
447,,Junior Architect,Innout Designers And Interiors,Coimbatore,₹  2 - 2.5 LPA,0-2 years
448,,B2B Marketing Executive,Indinese Global Private Limited,Noida,₹  2.4 - 3 LPA,0-2 years
449,,Business Development Associate,Hashone Careers,Coimbatore,₹  2 - 2.5 LPA,0-2 years
450,,Corporate Sales Specialist,PampEarth,Guwahati,₹  2 LPA,0-2 years
451,,Interior Designer,Trance Interiors,Mumbai,₹  2 LPA,0-2 years
452,,Video Animator And Editor,AtDrive,Work from home,₹  2.5 LPA,0-2 years
453,,Graphic Designer,The Butterfly Effect Studio,Mumbai,₹  2 - 2.01 LPA,0-2 years
454,,Business Development Executive,Biomax Security,Ahmedabad,₹  2 - 2.5 LPA,0-2 years
455,,Business Development Executive,{igebra.ai}math++,Hyderabad,₹  2.4 - 3.5 LPA,0-2 years
456,,Business Development Manager - OEM,EV ChargeMan,Hyderabad,₹  2 LPA,0-2 years
457,,Content Writer,Pankaj Rawat,Work from home,₹  2 LPA,0-2 years
458,,Office Administration Manager,Wandercue Tours And Travellers LLP,Work from home,₹  2.5 LPA,0-2 years
459,,Corporate Sales Executive,Bye Tense,Delhi,₹  2 - 3 LPA,0-2 years
460,,Corporate Sales Manager,Porceko India Private Limited,Ahmedabad,₹  2 - 2.4 LPA,0-2 years
461,,Corporate Sales Associate,Prithvee Propmart Private Limited,Noida,₹  2 - 4 LPA,0-2 years
462,,Receptionist,Lavish Holiday,Bangalore,₹  2 - 2.2 LPA,0-2 years
463,,Brand Promoter,Imagimake,Ahmedabad,₹  2 - 2.2 LPA,0-2 years
464,,Corporate Sales Associate,Fluidech IT Services Private Limited,Gurgaon,₹  2 - 4.8 LPA,0-2 years
465,,Customer Success Executive,Neodocs Technologies Private Limited,Mumbai,₹  3 - 5 LPA,0-5 years
466,,Junior Search Engine Optimization (SEO) Executive,Blogging India,Mumbai,₹  3 - 7 LPA,0-5 years
467,,Client Service Quant,Tradetron,Work from home,₹  3 LPA,0-2 years
468,,IT Recruiter,Maven Workforce,Noida,₹  3 - 4 LPA,0-2 years
469,,Business Development Executive,SMG Storage Private Limited (Store My Goods),Noida,₹  2 - 4 LPA,0-2 years
470,1.0,Data Analyst,Vindiata Consulting Private Limited,Thane,₹  3.5 - 4.5 LPA,0-2 years
471,,Content Writer,BOI Services,Delhi,₹  2 - 2.5 LPA,0-2 years
472,1.0,Assistant Manager - Business Development,Naturelink Education Network Private Limited (Part Of The KarmYog For 21st Century Group),Kolkata,₹  2 - 3.5 LPA,0-2 years
473,1.0,Business Development Associate,Apex Inox Enterprises,Delhi,₹  3.12 - 3.36 LPA,0-2 years
474,,Stock Trading Trainer & Marketer,Bigyikes Tradelinks,Delhi,₹  3.6 - 5.5 LPA,0-5 years
475,,Business Analyst,Q.Institute,Work from home,₹  8 LPA,0-5 years
476,1.0,Junior Operations Associate,Gourmet Investments Private Limited,Mumbai,₹  2 - 2.5 LPA,0-2 years
477,1.0,Junior Field Sales Associate,Smart Technologies,Mohali,₹  2 - 3 LPA,0-2 years
478,,Recruiter,Ritanveshi Consultancy & Ventures Private Limited,Jaipur,₹  3 - 4 LPA,0-2 years
479,,Product Marketeer,Hotnot,Work from home,₹  2 - 6 LPA,0-5 years
480,1.0,HR Manager,Twenty7 Incorporation,Delhi,₹  2 - 3 LPA,0-2 years
481,1.0,Marketing Executive,Vedansh Group Of Hospitals,Ghaziabad,₹  2 - 2.5 LPA,0-2 years
482,1.0,Front-Desk Executive,WYscale De-Fi Credit Cooperative Society Limited,Mumbai,₹  2 - 2.4 LPA,0-2 years
483,1.0,UI/UX Designer (Figma),CodeNxt Web Technologies Private Limited,Work from home,₹  3 - 7.2 LPA,0-5 years
484,1.0,Researcher,Requin Solutions Private Limited,Jaipur,₹  2 - 2.1 LPA,0-2 years
485,,ChatGPT API Integration & Prompts Engineer,CrackAdmission,Work from home,₹  2.5 - 5 LPA,0-5 years
486,,Study Success Strategist,Better Mind Institute,Work from home,₹  6.4 - 18 LPA,0-5 years
487,,Preschool Teacher,Esperanza Preschool & 24x7 Childcare,Hyderabad,₹  2 - 3 LPA,0-2 years
488,1.0,Sales Manager,Gainers Realtors LLP,Gurgaon,₹  4 - 6 LPA,0-5 years
489,,WordPress Developer,Resolute Solutions,Bhavnagar,₹  3 - 3.6 LPA,0-2 years
490,1.0,Junior WordPress Developer,Zedex Info Private Limited,Mumbai,₹  2 LPA,0-2 years
491,1.0,Quality Analyst,Loansettlement,Delhi,₹  2.5 LPA,0-2 years
492,1.0,Assistant Manager (Administration),Avaesa,Chennai,₹  2.4 - 2.5 LPA,0-2 years
493,1.0,General Sales Executive,Avaesa,Chennai,₹  2.4 - 2.5 LPA,0-2 years
494,1.0,Operations Lead,Avaesa,Chennai,₹  2.4 - 2.5 LPA,0-2 years
495,1.0,Senior Digital Marketing Executive,Vscale Consulting LLP,Work from home,₹  3 - 4 LPA,0-2 years
496,,Junior Social Media Marketing Manager,InstaWeb Labs Private Limited,Mumbai,₹  2 - 4 LPA,0-2 years
497,1.0,Content Writer,Vscale Consulting LLP,Work from home,₹  2 - 3 LPA,0-2 years
498,1.0,Junior Digital Marketing Executive,Vscale Consulting LLP,Work from home,₹  2 - 3 LPA,0-2 years
499,1.0,Business Development Executive-Ad Sales,Valueleaf Services India Private Limited,Mumbai,₹  3.6 - 4 LPA,0-2 years
500,1.0,Junior Social Media Marketing Specialist,Vscale Consulting LLP,Work from home,₹  2.5 - 3.5 LPA,0-2 years
501,1.0,General Management Manager,Avaesa,Chennai,₹  3 - 4.5 LPA,0-2 years
502,1.0,3D Printing Specialist,Monospace Industries,Chennai,₹  2.4 - 3.6 LPA,0-2 years
503,1.0,Software Engineer,AulaCube,Bangalore,₹  8 - 10 LPA,0-5 years
504,1.0,Junior Aerospace Engineer (CFD),Monospace Industries,Chennai,₹  2.4 - 4 LPA,0-2 years
505,1.0,Content Strategist,Busibud,Bangalore,₹  3 - 5 LPA,0-5 years
506,1.0,Digital Marketing Associate,Medius Technologies Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
